datetime,Demanda real
2015-04-27 00:00:00+00:00,655284.0
2015-04-28 00:00:00+00:00,661646.0
2015-04-29 00:00:00+00:00,664314.0
2015-04-30 00:00:00+00:00,665693.0
2015-05-01 00:00:00+00:00,542921.0
2015-05-02 00:00:00+00:00,566052.0
2015-05-03 00:00:00+00:00,540547.0
2015-05-04 00:00:00+00:00,659400.0
2015-05-05 00:00:00+00:00,671592.0
2015-05-06 00:00:00+00:00,669046.0
2015-05-07 00:00:00+00:00,669205.0
2015-05-08 00:00:00+00:00,673660.0
2015-05-09 00:00:00+00:00,604312.0
2015-05-10 00:00:00+00:00,557223.0
2015-05-11 00:00:00+00:00,668824.0
2015-05-12 00:00:00+00:00,688681.0
2015-05-13 00:00:00+00:00,697267.0
2015-05-14 00:00:00+00:00,710956.0
2015-05-15 00:00:00+00:00,664619.0
2015-05-16 00:00:00+00:00,598047.0
2015-05-17 00:00:00+00:00,558729.0
2015-05-18 00:00:00+00:00,673505.0
2015-05-19 00:00:00+00:00,682434.0
2015-05-20 00:00:00+00:00,666824.0
2015-05-21 00:00:00+00:00,663624.0
2015-05-22 00:00:00+00:00,666276.0
2015-05-23 00:00:00+00:00,601629.0
2015-05-24 00:00:00+00:00,550055.0
2015-05-25 00:00:00+00:00,653657.0
2015-05-26 00:00:00+00:00,673972.0
2015-05-27 00:00:00+00:00,681385.0
2015-05-28 00:00:00+00:00,689759.0
2015-05-29 00:00:00+00:00,679155.0
2015-05-30 00:00:00+00:00,606695.0
2015-05-31 00:00:00+00:00,558012.0
2015-06-01 00:00:00+00:00,668917.0
2015-06-02 00:00:00+00:00,701949.0
2015-06-03 00:00:00+00:00,708449.0
2015-06-04 00:00:00+00:00,692647.0
2015-06-05 00:00:00+00:00,702675.0
2015-06-06 00:00:00+00:00,636659.0
2015-06-07 00:00:00+00:00,585786.0
2015-06-08 00:00:00+00:00,708949.0
2015-06-09 00:00:00+00:00,715750.0
2015-06-10 00:00:00+00:00,715510.0
2015-06-11 00:00:00+00:00,700500.0
2015-06-12 00:00:00+00:00,681439.0
2015-06-13 00:00:00+00:00,604231.0
2015-06-14 00:00:00+00:00,551198.0
2015-06-15 00:00:00+00:00,658376.0
2015-06-16 00:00:00+00:00,665917.0
2015-06-17 00:00:00+00:00,674344.0
2015-06-18 00:00:00+00:00,685502.0
2015-06-19 00:00:00+00:00,695734.0
2015-06-20 00:00:00+00:00,635430.0
2015-06-21 00:00:00+00:00,586324.0
2015-06-22 00:00:00+00:00,706717.0
2015-06-23 00:00:00+00:00,703718.0
2015-06-24 00:00:00+00:00,663279.0
2015-06-25 00:00:00+00:00,712373.0
2015-06-26 00:00:00+00:00,729134.0
2015-06-27 00:00:00+00:00,673635.0
